Date,Open,High,Low,Close,Adj Close,Volume
2013-09-01,78.269997,80.529999,75.349998,75.589996,61.327908,148988500
2013-10-01,75.519997,82.620003,75.199997,80.750000,65.514351,187970900
2013-11-01,80.680000,85.820000,80.639999,84.220001,68.863403,151274200
2013-12-01,84.040001,84.940002,80.480003,81.410004,66.565781,162155800
2014-01-01,81.330002,81.699997,75.260002,76.620003,62.649193,223479100
2014-02-01,76.690002,79.750000,75.400002,78.660004,64.803352,179529200
2014-03-01,78.260002,80.830002,77.349998,80.599998,66.401611,187701800
2014-04-01,80.599998,82.980003,79.379997,82.550003,68.008095,190028500
2014-05-01,82.389999,82.800003,79.540001,80.790001,67.089584,133914500
2014-06-01,80.660004,80.669998,78.430000,78.589996,65.262642,157871600
2014-07-01,78.870003,81.910004,77.290001,77.320000,64.208015,163843000
2014-08-01,79.250000,83.830002,78.660004,83.110001,69.567131,156922800
2014-09-01,83.209999,85.400002,82.709999,83.739998,70.094475,149281200
2014-10-01,84.019997,87.360001,81.570000,87.269997,73.049255,221888900
2014-11-01,86.660004,90.559998,86.199997,90.430000,76.274521,136839600
2014-12-01,90.169998,93.889999,88.379997,91.089996,76.831215,142076100
2015-01-01,90.839996,91.790001,84.250000,84.290001,71.095634,170695100
2015-02-01,84.580002,86.779999,83.680000,85.129997,72.314552,151944800
2015-03-01,85.129997,85.440002,80.809998,81.940002,69.604774,201716100
2015-04-01,82.440002,84.199997,79.070000,79.510002,67.540581,169776700
2015-05-01,79.760002,81.209999,78.190002,78.389999,67.124710,136581700
2015-06-01,78.650002,81.220001,77.099998,78.239998,66.996277,188528800
2015-07-01,78.389999,82.550003,76.660004,76.699997,65.677582,180179300
2015-08-01,76.510002,77.089996,65.019997,70.669998,61.009575,239833200
2015-09-01,69.370003,73.379997,67.330002,71.940002,62.105988,229174600
2015-10-01,71.760002,78.449997,71.290001,76.379997,65.939049,202237100
2015-11-01,76.570000,77.419998,73.949997,74.839996,65.190147,146640000
2015-12-01,74.870003,81.230003,74.870003,79.410004,69.170921,207512900
2016-01-01,78.360001,82.000000,74.459999,81.690002,71.156937,229300200
2016-02-01,81.209999,83.000000,79.629997,80.290001,70.546928,192561100
2016-03-01,80.540001,83.870003,80.480003,82.309998,72.321800,215175400
2016-04-01,82.000000,83.839996,79.099998,80.120003,70.397552,161687300
2016-05-01,80.019997,82.889999,79.410004,81.040001,71.788765,137374900
2016-06-01,80.949997,84.800003,80.860001,84.669998,75.004372,160702400
2016-07-01,84.519997,86.889999,84.320000,85.589996,75.819366,145119200
2016-08-01,85.440002,88.500000,85.129997,87.309998,77.948631,185975600
2016-09-01,87.360001,90.220001,85.959999,89.750000,80.127022,846352000
2016-10-01,89.349998,90.330002,84.059998,86.800003,77.493324,376452700
2016-11-01,86.580002,87.690002,81.709999,82.459999,74.186615,202434100
2016-12-01,82.209999,85.739998,81.180000,84.080002,75.644073,174313100
2017-01-01,83.879997,87.980003,83.239998,87.599998,78.810913,193158900
2017-02-01,87.029999,91.800003,86.750000,91.070000,82.581604,196203300
2017-03-01,91.050003,92.000000,89.589996,89.849998,81.475327,199174700
2017-04-01,89.860001,91.129997,87.150002,87.330002,79.190193,136581600
2017-05-01,87.379997,88.349998,85.519997,88.089996,80.490646,138172700
2017-06-01,88.019997,90.209999,86.930000,87.150002,79.631760,143596200
2017-07-01,87.400002,91.070000,86.309998,90.820000,82.985153,122105100
2017-08-01,91.029999,92.959999,90.519997,92.269997,84.971123,131332200
2017-09-01,92.419998,94.669998,90.339996,90.980003,83.783165,138824900
2017-10-01,91.260002,93.510002,85.720001,86.339996,79.510185,179372200
2017-11-01,86.330002,90.370003,85.419998,89.989998,83.492111,123550900
2017-12-01,90.180000,93.139999,89.120003,91.879997,85.245621,130696800
2018-01-01,91.919998,91.930000,86.080002,86.339996,80.105644,190676000
2018-02-01,86.150002,86.500000,78.500000,78.519997,73.405357,224924600
2018-03-01,78.400002,80.750000,75.809998,79.279999,74.115860,211186000
2018-04-01,79.260002,79.519997,71.949997,72.339996,67.627922,277451300
2018-05-01,72.050003,75.019997,70.730003,73.169998,69.037010,184831100
2018-06-01,73.330002,78.709999,72.860001,78.059998,73.650810,191430600
2018-07-01,77.500000,80.980003,77.419998,80.879997,76.311508,167374200
2018-08-01,80.419998,84.199997,80.110001,82.949997,78.975082,147692700
2018-09-01,82.480003,86.279999,81.250000,83.230003,79.241684,137121300
2018-10-01,83.309998,90.699997,78.489998,88.680000,84.430511,273769800
2018-11-01,88.809998,94.809998,88.180000,94.510002,90.776466,214198200
2018-12-01,94.669998,96.900002,86.739998,91.919998,88.288788,224359900
2019-01-01,91.029999,96.809998,89.080002,96.470001,92.659035,225455800
2019-02-01,96.349998,100.449997,95.989998,98.550003,95.405746,176165700
2019-03-01,98.610001,104.150002,97.750000,104.050003,100.730270,180275300
2019-04-01,104.230003,107.199997,102.129997,106.480003,103.082748,148284900
2019-05-01,106.150002,108.680000,102.410004,102.910004,100.329865,139582600
2019-06-01,103.150002,112.629997,102.400002,109.650002,106.900871,151126800
2019-07-01,109.919998,121.760002,109.610001,118.040001,115.080521,166952300
2019-08-01,118.559998,122.000000,112.680000,120.230003,117.974602,163550400
2019-09-01,119.790001,125.360001,119.019997,124.379997,122.046753,139990300
2019-10-01,124.360001,125.769997,116.169998,124.510002,122.174316,151909800
2019-11-01,124.830002,125.139999,118.239998,122.059998,120.535347,125206200
2019-12-01,121.940002,126.599998,120.959999,124.900002,123.339874,137843900
